TOP.5c910dba.00065016	START
TOP.5c928244.0001ab6d	SUB.5c928246.00067f2d	runtime_start	1553105479
TOP.5c928244.0001ab6d	SUB.5c928246.00067f2d	runtime_stop	1553105479
TOP.5c928244.0001ab6d	SUB.5c928246.00067f2d	status-after-work	6
TOP.5c928244.0001ab6d	SUB.5c928246.00067f2d	STOP
TOP.5c928244.0001ab6d	proc_start	1553105476
TOP.5c928244.0001ab6d	proc_stop	1553105479
TOP.5c928244.0001ab6d	STOP
TOP.5c9283a2.00047568	START
TOP.5c9283a2.00047568	user_options->separator	:
TOP.5c9283a2.00047568	user_options->encoding_from	utf-8
TOP.5c9283a2.00047568	user_options->encoding_to	utf-8
TOP.5c9283a2.00047568	user_options->outfile	cracked.txt
TOP.5c9283a2.00047568	user_options->rule_buf_l	:
TOP.5c9283a2.00047568	user_options->rule_buf_r	:
TOP.5c9283a2.00047568	user_options->session	hashcat
TOP.5c9283a2.00047568	user_options->limit	0
TOP.5c9283a2.00047568	user_options->skip	0
TOP.5c9283a2.00047568	user_options->attack_mode	0
TOP.5c9283a2.00047568	user_options->benchmark	0
TOP.5c9283a2.00047568	user_options->benchmark_all	0
TOP.5c9283a2.00047568	user_options->bitmap_max	24
TOP.5c9283a2.00047568	user_options->bitmap_min	16
TOP.5c9283a2.00047568	user_options->debug_mode	0
TOP.5c9283a2.00047568	user_options->example_hashes	0
TOP.5c9283a2.00047568	user_options->force	0
TOP.5c9283a2.00047568	user_options->gpu_temp_abort	90
TOP.5c9283a2.00047568	user_options->gpu_temp_disable	0
TOP.5c9283a2.00047568	user_options->hash_mode	0
TOP.5c9283a2.00047568	user_options->hex_charset	0
TOP.5c9283a2.00047568	user_options->hex_salt	0
TOP.5c9283a2.00047568	user_options->hex_wordlist	0
TOP.5c9283a2.00047568	user_options->increment	0
TOP.5c9283a2.00047568	user_options->increment_max	256
TOP.5c9283a2.00047568	user_options->increment_min	1
TOP.5c9283a2.00047568	user_options->keep_guessing	0
TOP.5c9283a2.00047568	user_options->kernel_accel	0
TOP.5c9283a2.00047568	user_options->kernel_loops	0
TOP.5c9283a2.00047568	user_options->keyspace	0
TOP.5c9283a2.00047568	user_options->left	0
TOP.5c9283a2.00047568	user_options->logfile_disable	0
TOP.5c9283a2.00047568	user_options->loopback	0
TOP.5c9283a2.00047568	user_options->machine_readable	0
TOP.5c9283a2.00047568	user_options->markov_classic	0
TOP.5c9283a2.00047568	user_options->markov_disable	0
TOP.5c9283a2.00047568	user_options->markov_threshold	256
TOP.5c9283a2.00047568	user_options->nvidia_spin_damp	100
TOP.5c9283a2.00047568	user_options->opencl_info	0
TOP.5c9283a2.00047568	user_options->opencl_vector_width	0
TOP.5c9283a2.00047568	user_options->optimized_kernel_enable	0
TOP.5c9283a2.00047568	user_options->outfile_autohex	1
TOP.5c9283a2.00047568	user_options->outfile_check_timer	5
TOP.5c9283a2.00047568	user_options->outfile_format	3
TOP.5c9283a2.00047568	user_options->wordlist_autohex_disable	0
TOP.5c9283a2.00047568	user_options->potfile_disable	0
TOP.5c9283a2.00047568	user_options->progress_only	0
TOP.5c9283a2.00047568	user_options->quiet	0
TOP.5c9283a2.00047568	user_options->remove	0
TOP.5c9283a2.00047568	user_options->remove_timer	60
TOP.5c9283a2.00047568	user_options->restore	0
TOP.5c9283a2.00047568	user_options->restore_disable	0
TOP.5c9283a2.00047568	user_options->restore_timer	60
TOP.5c9283a2.00047568	user_options->rp_files_cnt	0
TOP.5c9283a2.00047568	user_options->rp_gen	0
TOP.5c9283a2.00047568	user_options->rp_gen_func_max	4
TOP.5c9283a2.00047568	user_options->rp_gen_func_min	1
TOP.5c9283a2.00047568	user_options->rp_gen_seed	0
TOP.5c9283a2.00047568	user_options->runtime	0
TOP.5c9283a2.00047568	user_options->scrypt_tmto	0
TOP.5c9283a2.00047568	user_options->segment_size	33554432
TOP.5c9283a2.00047568	user_options->self_test_disable	0
TOP.5c9283a2.00047568	user_options->slow_candidates	0
TOP.5c9283a2.00047568	user_options->show	0
TOP.5c9283a2.00047568	user_options->speed_only	0
TOP.5c9283a2.00047568	user_options->status	0
TOP.5c9283a2.00047568	user_options->status_timer	10
TOP.5c9283a2.00047568	user_options->stdout_flag	0
TOP.5c9283a2.00047568	user_options->usage	0
TOP.5c9283a2.00047568	user_options->username	0
TOP.5c9283a2.00047568	user_options->veracrypt_pim	0
TOP.5c9283a2.00047568	user_options->version	0
TOP.5c9283a2.00047568	user_options->workload_profile	2
TOP.5c9283a2.00047568	user_options->brain_client	0
TOP.5c9283a2.00047568	user_options->brain_client_features	3
TOP.5c9283a2.00047568	user_options->brain_server	0
TOP.5c9283a2.00047568	user_options->brain_port	6863
TOP.5c9283a2.00047568	user_options->brain_session	0
TOP.5c9283a2.00047568	hashes->hashfile	hashes.txt
TOP.5c9283a2.00047568	hashes->hashlist_mode	4
TOP.5c9283a2.00047568	hashes->hashlist_format	0
TOP.5c9283a2.00047568	hashes->hashes_cnt	0
TOP.5c9283a2.00047568	hashes->digests_cnt	3
TOP.5c9283a2.00047568	hashes->digests_done	0
TOP.5c9283a2.00047568	hashes->salts_cnt	1
TOP.5c9283a2.00047568	hashes->salts_done	0
TOP.5c9283a2.00047568	SUB.5c9283a4.0006881a	START
TOP.5c9283a2.00047568	SUB.5c9283a4.0006881a	straight_ctx->dict	dictionaries\rockyou.txt
TOP.5c9283a2.00047568	SUB.5c9283a4.0006881a	runtime_start	1553105829
TOP.5c9283a2.00047568	SUB.5c9283a4.0006881a	runtime_stop	1553105829
TOP.5c9283a2.00047568	SUB.5c9283a4.0006881a	status-after-work	6
TOP.5c9283a2.00047568	SUB.5c9283a4.0006881a	STOP
TOP.5c9283a2.00047568	proc_start	1553105826
TOP.5c9283a2.00047568	proc_stop	1553105829
TOP.5c9283a2.00047568	STOP
TOP.5c9283c4.00029e6e	START
TOP.5c9283c4.00029e6e	user_options->separator	:
TOP.5c9283c4.00029e6e	user_options->encoding_from	utf-8
TOP.5c9283c4.00029e6e	user_options->encoding_to	utf-8
TOP.5c9283c4.00029e6e	user_options->outfile	cracked.txt
TOP.5c9283c4.00029e6e	user_options->rule_buf_l	:
TOP.5c9283c4.00029e6e	user_options->rule_buf_r	:
TOP.5c9283c4.00029e6e	user_options->session	hashcat
TOP.5c9283c4.00029e6e	user_options->limit	0
TOP.5c9283c4.00029e6e	user_options->skip	0
TOP.5c9283c4.00029e6e	user_options->attack_mode	0
TOP.5c9283c4.00029e6e	user_options->benchmark	0
TOP.5c9283c4.00029e6e	user_options->benchmark_all	0
TOP.5c9283c4.00029e6e	user_options->bitmap_max	24
TOP.5c9283c4.00029e6e	user_options->bitmap_min	16
TOP.5c9283c4.00029e6e	user_options->debug_mode	0
TOP.5c9283c4.00029e6e	user_options->example_hashes	0
TOP.5c9283c4.00029e6e	user_options->force	0
TOP.5c9283c4.00029e6e	user_options->gpu_temp_abort	90
TOP.5c9283c4.00029e6e	user_options->gpu_temp_disable	0
TOP.5c9283c4.00029e6e	user_options->hash_mode	0
TOP.5c9283c4.00029e6e	user_options->hex_charset	0
TOP.5c9283c4.00029e6e	user_options->hex_salt	0
TOP.5c9283c4.00029e6e	user_options->hex_wordlist	0
TOP.5c9283c4.00029e6e	user_options->increment	0
TOP.5c9283c4.00029e6e	user_options->increment_max	256
TOP.5c9283c4.00029e6e	user_options->increment_min	1
TOP.5c9283c4.00029e6e	user_options->keep_guessing	0
TOP.5c9283c4.00029e6e	user_options->kernel_accel	0
TOP.5c9283c4.00029e6e	user_options->kernel_loops	0
TOP.5c9283c4.00029e6e	user_options->keyspace	0
TOP.5c9283c4.00029e6e	user_options->left	0
TOP.5c9283c4.00029e6e	user_options->logfile_disable	0
TOP.5c9283c4.00029e6e	user_options->loopback	0
TOP.5c9283c4.00029e6e	user_options->machine_readable	0
TOP.5c9283c4.00029e6e	user_options->markov_classic	0
TOP.5c9283c4.00029e6e	user_options->markov_disable	0
TOP.5c9283c4.00029e6e	user_options->markov_threshold	256
TOP.5c9283c4.00029e6e	user_options->nvidia_spin_damp	100
TOP.5c9283c4.00029e6e	user_options->opencl_info	0
TOP.5c9283c4.00029e6e	user_options->opencl_vector_width	0
TOP.5c9283c4.00029e6e	user_options->optimized_kernel_enable	0
TOP.5c9283c4.00029e6e	user_options->outfile_autohex	1
TOP.5c9283c4.00029e6e	user_options->outfile_check_timer	5
TOP.5c9283c4.00029e6e	user_options->outfile_format	3
TOP.5c9283c4.00029e6e	user_options->wordlist_autohex_disable	0
TOP.5c9283c4.00029e6e	user_options->potfile_disable	0
TOP.5c9283c4.00029e6e	user_options->progress_only	0
TOP.5c9283c4.00029e6e	user_options->quiet	0
TOP.5c9283c4.00029e6e	user_options->remove	0
TOP.5c9283c4.00029e6e	user_options->remove_timer	60
TOP.5c9283c4.00029e6e	user_options->restore	0
TOP.5c9283c4.00029e6e	user_options->restore_disable	0
TOP.5c9283c4.00029e6e	user_options->restore_timer	60
TOP.5c9283c4.00029e6e	user_options->rp_files_cnt	0
TOP.5c9283c4.00029e6e	user_options->rp_gen	0
TOP.5c9283c4.00029e6e	user_options->rp_gen_func_max	4
TOP.5c9283c4.00029e6e	user_options->rp_gen_func_min	1
TOP.5c9283c4.00029e6e	user_options->rp_gen_seed	0
TOP.5c9283c4.00029e6e	user_options->runtime	0
TOP.5c9283c4.00029e6e	user_options->scrypt_tmto	0
TOP.5c9283c4.00029e6e	user_options->segment_size	33554432
TOP.5c9283c4.00029e6e	user_options->self_test_disable	0
TOP.5c9283c4.00029e6e	user_options->slow_candidates	0
TOP.5c9283c4.00029e6e	user_options->show	0
TOP.5c9283c4.00029e6e	user_options->speed_only	0
TOP.5c9283c4.00029e6e	user_options->status	0
TOP.5c9283c4.00029e6e	user_options->status_timer	10
TOP.5c9283c4.00029e6e	user_options->stdout_flag	0
TOP.5c9283c4.00029e6e	user_options->usage	0
TOP.5c9283c4.00029e6e	user_options->username	0
TOP.5c9283c4.00029e6e	user_options->veracrypt_pim	0
TOP.5c9283c4.00029e6e	user_options->version	0
TOP.5c9283c4.00029e6e	user_options->workload_profile	2
TOP.5c9283c4.00029e6e	user_options->brain_client	0
TOP.5c9283c4.00029e6e	user_options->brain_client_features	3
TOP.5c9283c4.00029e6e	user_options->brain_server	0
TOP.5c9283c4.00029e6e	user_options->brain_port	6863
TOP.5c9283c4.00029e6e	user_options->brain_session	0
TOP.5c9283c4.00029e6e	hashes->hashfile	hashes.txt
TOP.5c9283c4.00029e6e	hashes->hashlist_mode	4
TOP.5c9283c4.00029e6e	hashes->hashlist_format	0
TOP.5c9283c4.00029e6e	hashes->hashes_cnt	0
TOP.5c9283c4.00029e6e	hashes->digests_cnt	3
TOP.5c9283c4.00029e6e	hashes->digests_done	0
TOP.5c9283c4.00029e6e	hashes->salts_cnt	1
TOP.5c9283c4.00029e6e	hashes->salts_done	0
TOP.5c9283c4.00029e6e	SUB.5c9283c6.0005c331	START
TOP.5c9283c4.00029e6e	SUB.5c9283c6.0005c331	straight_ctx->dict	dictionaries\rockyou.txt
TOP.5c9283c4.00029e6e	SUB.5c9283c6.0005c331	runtime_start	1553105862
TOP.5c9283c4.00029e6e	SUB.5c9283c6.0005c331	runtime_stop	1553105863
TOP.5c9283c4.00029e6e	SUB.5c9283c6.0005c331	status-after-work	6
TOP.5c9283c4.00029e6e	SUB.5c9283c6.0005c331	STOP
TOP.5c9283c4.00029e6e	proc_start	1553105860
TOP.5c9283c4.00029e6e	proc_stop	1553105863
TOP.5c9283c4.00029e6e	STOP
TOP.5c9283f1.000c5609	START
TOP.5c9283f1.000c5609	user_options->separator	:
TOP.5c9283f1.000c5609	user_options->encoding_from	utf-8
TOP.5c9283f1.000c5609	user_options->encoding_to	utf-8
TOP.5c9283f1.000c5609	user_options->outfile	cracked.txt
TOP.5c9283f1.000c5609	user_options->rule_buf_l	:
TOP.5c9283f1.000c5609	user_options->rule_buf_r	:
TOP.5c9283f1.000c5609	user_options->session	hashcat
TOP.5c9283f1.000c5609	user_options->limit	0
TOP.5c9283f1.000c5609	user_options->skip	0
TOP.5c9283f1.000c5609	user_options->attack_mode	0
TOP.5c9283f1.000c5609	user_options->benchmark	0
TOP.5c9283f1.000c5609	user_options->benchmark_all	0
TOP.5c9283f1.000c5609	user_options->bitmap_max	24
TOP.5c9283f1.000c5609	user_options->bitmap_min	16
TOP.5c9283f1.000c5609	user_options->debug_mode	0
TOP.5c9283f1.000c5609	user_options->example_hashes	0
TOP.5c9283f1.000c5609	user_options->force	0
TOP.5c9283f1.000c5609	user_options->gpu_temp_abort	90
TOP.5c9283f1.000c5609	user_options->gpu_temp_disable	0
TOP.5c9283f1.000c5609	user_options->hash_mode	0
TOP.5c9283f1.000c5609	user_options->hex_charset	0
TOP.5c9283f1.000c5609	user_options->hex_salt	0
TOP.5c9283f1.000c5609	user_options->hex_wordlist	0
TOP.5c9283f1.000c5609	user_options->increment	0
TOP.5c9283f1.000c5609	user_options->increment_max	256
TOP.5c9283f1.000c5609	user_options->increment_min	1
TOP.5c9283f1.000c5609	user_options->keep_guessing	0
TOP.5c9283f1.000c5609	user_options->kernel_accel	0
TOP.5c9283f1.000c5609	user_options->kernel_loops	0
TOP.5c9283f1.000c5609	user_options->keyspace	0
TOP.5c9283f1.000c5609	user_options->left	0
TOP.5c9283f1.000c5609	user_options->logfile_disable	0
TOP.5c9283f1.000c5609	user_options->loopback	0
TOP.5c9283f1.000c5609	user_options->machine_readable	0
TOP.5c9283f1.000c5609	user_options->markov_classic	0
TOP.5c9283f1.000c5609	user_options->markov_disable	0
TOP.5c9283f1.000c5609	user_options->markov_threshold	256
TOP.5c9283f1.000c5609	user_options->nvidia_spin_damp	100
TOP.5c9283f1.000c5609	user_options->opencl_info	0
TOP.5c9283f1.000c5609	user_options->opencl_vector_width	0
TOP.5c9283f1.000c5609	user_options->optimized_kernel_enable	0
TOP.5c9283f1.000c5609	user_options->outfile_autohex	1
TOP.5c9283f1.000c5609	user_options->outfile_check_timer	5
TOP.5c9283f1.000c5609	user_options->outfile_format	3
TOP.5c9283f1.000c5609	user_options->wordlist_autohex_disable	0
TOP.5c9283f1.000c5609	user_options->potfile_disable	0
TOP.5c9283f1.000c5609	user_options->progress_only	0
TOP.5c9283f1.000c5609	user_options->quiet	0
TOP.5c9283f1.000c5609	user_options->remove	0
TOP.5c9283f1.000c5609	user_options->remove_timer	60
TOP.5c9283f1.000c5609	user_options->restore	0
TOP.5c9283f1.000c5609	user_options->restore_disable	0
TOP.5c9283f1.000c5609	user_options->restore_timer	60
TOP.5c9283f1.000c5609	user_options->rp_files_cnt	0
TOP.5c9283f1.000c5609	user_options->rp_gen	0
TOP.5c9283f1.000c5609	user_options->rp_gen_func_max	4
TOP.5c9283f1.000c5609	user_options->rp_gen_func_min	1
TOP.5c9283f1.000c5609	user_options->rp_gen_seed	0
TOP.5c9283f1.000c5609	user_options->runtime	0
TOP.5c9283f1.000c5609	user_options->scrypt_tmto	0
TOP.5c9283f1.000c5609	user_options->segment_size	33554432
TOP.5c9283f1.000c5609	user_options->self_test_disable	0
TOP.5c9283f1.000c5609	user_options->slow_candidates	0
TOP.5c9283f1.000c5609	user_options->show	0
TOP.5c9283f1.000c5609	user_options->speed_only	0
TOP.5c9283f1.000c5609	user_options->status	0
TOP.5c9283f1.000c5609	user_options->status_timer	10
TOP.5c9283f1.000c5609	user_options->stdout_flag	0
TOP.5c9283f1.000c5609	user_options->usage	0
TOP.5c9283f1.000c5609	user_options->username	0
TOP.5c9283f1.000c5609	user_options->veracrypt_pim	0
TOP.5c9283f1.000c5609	user_options->version	0
TOP.5c9283f1.000c5609	user_options->workload_profile	2
TOP.5c9283f1.000c5609	user_options->brain_client	0
TOP.5c9283f1.000c5609	user_options->brain_client_features	3
TOP.5c9283f1.000c5609	user_options->brain_server	0
TOP.5c9283f1.000c5609	user_options->brain_port	6863
TOP.5c9283f1.000c5609	user_options->brain_session	0
TOP.5c9283f1.000c5609	hashes->hashfile	hashes.txt
TOP.5c9283f1.000c5609	hashes->hashlist_mode	4
TOP.5c9283f1.000c5609	hashes->hashlist_format	0
TOP.5c9283f1.000c5609	hashes->hashes_cnt	0
TOP.5c9283f1.000c5609	hashes->digests_cnt	1
TOP.5c9283f1.000c5609	hashes->digests_done	0
TOP.5c9283f1.000c5609	hashes->salts_cnt	1
TOP.5c9283f1.000c5609	hashes->salts_done	0
TOP.5c9283f1.000c5609	SUB.5c9283f3.000b1fc9	START
TOP.5c9283f1.000c5609	SUB.5c9283f3.000b1fc9	straight_ctx->dict	dictionaries\rockyou.txt
TOP.5c9283f1.000c5609	SUB.5c9283f3.000b1fc9	runtime_start	1553105908
TOP.5c9283f1.000c5609	SUB.5c9283f3.000b1fc9	runtime_stop	1553105908
TOP.5c9283f1.000c5609	SUB.5c9283f3.000b1fc9	status-after-work	6
TOP.5c9283f1.000c5609	SUB.5c9283f3.000b1fc9	STOP
TOP.5c9283f1.000c5609	proc_start	1553105905
TOP.5c9283f1.000c5609	proc_stop	1553105909
TOP.5c9283f1.000c5609	STOP
TOP.5c928570.000613e4	START
TOP.5c928570.000613e4	user_options->separator	:
TOP.5c928570.000613e4	user_options->encoding_from	utf-8
TOP.5c928570.000613e4	user_options->encoding_to	utf-8
TOP.5c928570.000613e4	user_options->outfile	cracked.txt
TOP.5c928570.000613e4	user_options->rule_buf_l	:
TOP.5c928570.000613e4	user_options->rule_buf_r	:
TOP.5c928570.000613e4	user_options->session	hashcat
TOP.5c928570.000613e4	user_options->limit	0
TOP.5c928570.000613e4	user_options->skip	0
TOP.5c928570.000613e4	user_options->attack_mode	0
TOP.5c928570.000613e4	user_options->benchmark	0
TOP.5c928570.000613e4	user_options->benchmark_all	0
TOP.5c928570.000613e4	user_options->bitmap_max	24
TOP.5c928570.000613e4	user_options->bitmap_min	16
TOP.5c928570.000613e4	user_options->debug_mode	0
TOP.5c928570.000613e4	user_options->example_hashes	0
TOP.5c928570.000613e4	user_options->force	0
TOP.5c928570.000613e4	user_options->gpu_temp_abort	90
TOP.5c928570.000613e4	user_options->gpu_temp_disable	0
TOP.5c928570.000613e4	user_options->hash_mode	0
TOP.5c928570.000613e4	user_options->hex_charset	0
TOP.5c928570.000613e4	user_options->hex_salt	0
TOP.5c928570.000613e4	user_options->hex_wordlist	0
TOP.5c928570.000613e4	user_options->increment	0
TOP.5c928570.000613e4	user_options->increment_max	256
TOP.5c928570.000613e4	user_options->increment_min	1
TOP.5c928570.000613e4	user_options->keep_guessing	0
TOP.5c928570.000613e4	user_options->kernel_accel	0
TOP.5c928570.000613e4	user_options->kernel_loops	0
TOP.5c928570.000613e4	user_options->keyspace	0
TOP.5c928570.000613e4	user_options->left	0
TOP.5c928570.000613e4	user_options->logfile_disable	0
TOP.5c928570.000613e4	user_options->loopback	0
TOP.5c928570.000613e4	user_options->machine_readable	0
TOP.5c928570.000613e4	user_options->markov_classic	0
TOP.5c928570.000613e4	user_options->markov_disable	0
TOP.5c928570.000613e4	user_options->markov_threshold	256
TOP.5c928570.000613e4	user_options->nvidia_spin_damp	100
TOP.5c928570.000613e4	user_options->opencl_info	0
TOP.5c928570.000613e4	user_options->opencl_vector_width	0
TOP.5c928570.000613e4	user_options->optimized_kernel_enable	0
TOP.5c928570.000613e4	user_options->outfile_autohex	1
TOP.5c928570.000613e4	user_options->outfile_check_timer	5
TOP.5c928570.000613e4	user_options->outfile_format	3
TOP.5c928570.000613e4	user_options->wordlist_autohex_disable	0
TOP.5c928570.000613e4	user_options->potfile_disable	0
TOP.5c928570.000613e4	user_options->progress_only	0
TOP.5c928570.000613e4	user_options->quiet	0
TOP.5c928570.000613e4	user_options->remove	0
TOP.5c928570.000613e4	user_options->remove_timer	60
TOP.5c928570.000613e4	user_options->restore	0
TOP.5c928570.000613e4	user_options->restore_disable	0
TOP.5c928570.000613e4	user_options->restore_timer	60
TOP.5c928570.000613e4	user_options->rp_files_cnt	0
TOP.5c928570.000613e4	user_options->rp_gen	0
TOP.5c928570.000613e4	user_options->rp_gen_func_max	4
TOP.5c928570.000613e4	user_options->rp_gen_func_min	1
TOP.5c928570.000613e4	user_options->rp_gen_seed	0
TOP.5c928570.000613e4	user_options->runtime	0
TOP.5c928570.000613e4	user_options->scrypt_tmto	0
TOP.5c928570.000613e4	user_options->segment_size	33554432
TOP.5c928570.000613e4	user_options->self_test_disable	0
TOP.5c928570.000613e4	user_options->slow_candidates	0
TOP.5c928570.000613e4	user_options->show	0
TOP.5c928570.000613e4	user_options->speed_only	0
TOP.5c928570.000613e4	user_options->status	0
TOP.5c928570.000613e4	user_options->status_timer	10
TOP.5c928570.000613e4	user_options->stdout_flag	0
TOP.5c928570.000613e4	user_options->usage	0
TOP.5c928570.000613e4	user_options->username	0
TOP.5c928570.000613e4	user_options->veracrypt_pim	0
TOP.5c928570.000613e4	user_options->version	0
TOP.5c928570.000613e4	user_options->workload_profile	2
TOP.5c928570.000613e4	user_options->brain_client	0
TOP.5c928570.000613e4	user_options->brain_client_features	3
TOP.5c928570.000613e4	user_options->brain_server	0
TOP.5c928570.000613e4	user_options->brain_port	6863
TOP.5c928570.000613e4	user_options->brain_session	0
TOP.5c928570.000613e4	hashes->hashfile	hashes.txt
TOP.5c928570.000613e4	hashes->hashlist_mode	4
TOP.5c928570.000613e4	hashes->hashlist_format	0
TOP.5c928570.000613e4	hashes->hashes_cnt	0
TOP.5c928570.000613e4	hashes->digests_cnt	1
TOP.5c928570.000613e4	hashes->digests_done	0
TOP.5c928570.000613e4	hashes->salts_cnt	1
TOP.5c928570.000613e4	hashes->salts_done	0
TOP.5c928570.000613e4	SUB.5c928572.0004aa20	START
TOP.5c928570.000613e4	SUB.5c928572.0004aa20	straight_ctx->dict	dictionaries\rockyou.txt
TOP.5c928570.000613e4	SUB.5c928572.0004aa20	runtime_start	1553106290
TOP.5c928570.000613e4	SUB.5c928572.0004aa20	runtime_stop	1553106291
TOP.5c928570.000613e4	SUB.5c928572.0004aa20	status-after-work	6
TOP.5c928570.000613e4	SUB.5c928572.0004aa20	STOP
TOP.5c928570.000613e4	proc_start	1553106288
TOP.5c928570.000613e4	proc_stop	1553106291
TOP.5c928570.000613e4	STOP
TOP.5c92858e.0007fc54	START
TOP.5c92858e.0007fc54	user_options->separator	:
TOP.5c92858e.0007fc54	user_options->encoding_from	utf-8
TOP.5c92858e.0007fc54	user_options->encoding_to	utf-8
TOP.5c92858e.0007fc54	user_options->outfile	cracked.txt
TOP.5c92858e.0007fc54	user_options->rule_buf_l	:
TOP.5c92858e.0007fc54	user_options->rule_buf_r	:
TOP.5c92858e.0007fc54	user_options->session	hashcat
TOP.5c92858e.0007fc54	user_options->limit	0
TOP.5c92858e.0007fc54	user_options->skip	0
TOP.5c92858e.0007fc54	user_options->attack_mode	0
TOP.5c92858e.0007fc54	user_options->benchmark	0
TOP.5c92858e.0007fc54	user_options->benchmark_all	0
TOP.5c92858e.0007fc54	user_options->bitmap_max	24
TOP.5c92858e.0007fc54	user_options->bitmap_min	16
TOP.5c92858e.0007fc54	user_options->debug_mode	0
TOP.5c92858e.0007fc54	user_options->example_hashes	0
TOP.5c92858e.0007fc54	user_options->force	0
TOP.5c92858e.0007fc54	user_options->gpu_temp_abort	90
TOP.5c92858e.0007fc54	user_options->gpu_temp_disable	0
TOP.5c92858e.0007fc54	user_options->hash_mode	0
TOP.5c92858e.0007fc54	user_options->hex_charset	0
TOP.5c92858e.0007fc54	user_options->hex_salt	0
TOP.5c92858e.0007fc54	user_options->hex_wordlist	0
TOP.5c92858e.0007fc54	user_options->increment	0
TOP.5c92858e.0007fc54	user_options->increment_max	256
TOP.5c92858e.0007fc54	user_options->increment_min	1
TOP.5c92858e.0007fc54	user_options->keep_guessing	0
TOP.5c92858e.0007fc54	user_options->kernel_accel	0
TOP.5c92858e.0007fc54	user_options->kernel_loops	0
TOP.5c92858e.0007fc54	user_options->keyspace	0
TOP.5c92858e.0007fc54	user_options->left	0
TOP.5c92858e.0007fc54	user_options->logfile_disable	0
TOP.5c92858e.0007fc54	user_options->loopback	0
TOP.5c92858e.0007fc54	user_options->machine_readable	0
TOP.5c92858e.0007fc54	user_options->markov_classic	0
TOP.5c92858e.0007fc54	user_options->markov_disable	0
TOP.5c92858e.0007fc54	user_options->markov_threshold	256
TOP.5c92858e.0007fc54	user_options->nvidia_spin_damp	100
TOP.5c92858e.0007fc54	user_options->opencl_info	0
TOP.5c92858e.0007fc54	user_options->opencl_vector_width	0
TOP.5c92858e.0007fc54	user_options->optimized_kernel_enable	0
TOP.5c92858e.0007fc54	user_options->outfile_autohex	1
TOP.5c92858e.0007fc54	user_options->outfile_check_timer	5
TOP.5c92858e.0007fc54	user_options->outfile_format	3
TOP.5c92858e.0007fc54	user_options->wordlist_autohex_disable	0
TOP.5c92858e.0007fc54	user_options->potfile_disable	0
TOP.5c92858e.0007fc54	user_options->progress_only	0
TOP.5c92858e.0007fc54	user_options->quiet	0
TOP.5c92858e.0007fc54	user_options->remove	0
TOP.5c92858e.0007fc54	user_options->remove_timer	60
TOP.5c92858e.0007fc54	user_options->restore	0
TOP.5c92858e.0007fc54	user_options->restore_disable	0
TOP.5c92858e.0007fc54	user_options->restore_timer	60
TOP.5c92858e.0007fc54	user_options->rp_files_cnt	0
TOP.5c92858e.0007fc54	user_options->rp_gen	0
TOP.5c92858e.0007fc54	user_options->rp_gen_func_max	4
TOP.5c92858e.0007fc54	user_options->rp_gen_func_min	1
TOP.5c92858e.0007fc54	user_options->rp_gen_seed	0
TOP.5c92858e.0007fc54	user_options->runtime	0
TOP.5c92858e.0007fc54	user_options->scrypt_tmto	0
TOP.5c92858e.0007fc54	user_options->segment_size	33554432
TOP.5c92858e.0007fc54	user_options->self_test_disable	0
TOP.5c92858e.0007fc54	user_options->slow_candidates	0
TOP.5c92858e.0007fc54	user_options->show	0
TOP.5c92858e.0007fc54	user_options->speed_only	0
TOP.5c92858e.0007fc54	user_options->status	0
TOP.5c92858e.0007fc54	user_options->status_timer	10
TOP.5c92858e.0007fc54	user_options->stdout_flag	0
TOP.5c92858e.0007fc54	user_options->usage	0
TOP.5c92858e.0007fc54	user_options->username	0
TOP.5c92858e.0007fc54	user_options->veracrypt_pim	0
TOP.5c92858e.0007fc54	user_options->version	0
TOP.5c92858e.0007fc54	user_options->workload_profile	2
TOP.5c92858e.0007fc54	user_options->brain_client	0
TOP.5c92858e.0007fc54	user_options->brain_client_features	3
TOP.5c92858e.0007fc54	user_options->brain_server	0
TOP.5c92858e.0007fc54	user_options->brain_port	6863
TOP.5c92858e.0007fc54	user_options->brain_session	0
TOP.5c92858e.0007fc54	hashes->hashfile	hashes.txt
TOP.5c92858e.0007fc54	hashes->hashlist_mode	4
TOP.5c92858e.0007fc54	hashes->hashlist_format	0
TOP.5c92858e.0007fc54	hashes->hashes_cnt	0
TOP.5c92858e.0007fc54	hashes->digests_cnt	1
TOP.5c92858e.0007fc54	hashes->digests_done	0
TOP.5c92858e.0007fc54	hashes->salts_cnt	1
TOP.5c92858e.0007fc54	hashes->salts_done	0
TOP.5c92858e.0007fc54	SUB.5c928590.0006bead	START
TOP.5c92858e.0007fc54	SUB.5c928590.0006bead	straight_ctx->dict	dictionaries\rockyou.txt
TOP.5c92858e.0007fc54	SUB.5c928590.0006bead	runtime_start	1553106320
TOP.5c92858e.0007fc54	SUB.5c928590.0006bead	runtime_stop	1553106321
TOP.5c92858e.0007fc54	SUB.5c928590.0006bead	status-after-work	6
TOP.5c92858e.0007fc54	SUB.5c928590.0006bead	STOP
TOP.5c92858e.0007fc54	proc_start	1553106318
TOP.5c92858e.0007fc54	proc_stop	1553106321
TOP.5c92858e.0007fc54	STOP
TOP.5c928598.000a56ed	START
TOP.5c928598.000a56ed	user_options->separator	:
